UP      ,42619 ,42595,42577,42577 , 22:11:57 
UP      ,42615 ,42593,42577,42577 , 22:12:00 
UP      ,42611 ,42592,42577,42577 , 22:12:02 
UP      ,42610 ,42591,42577,42577 , 22:12:05 
UP      ,42610 ,42592,42578,42578 , 22:12:07 
UP      ,42610 ,42592,42578,42578 , 22:12:10 
UP      ,42610 ,42592,42578,42578 , 22:12:12 
UP      ,42610 ,42592,42579,42578 , 22:12:14 
UP      ,42610 ,42592,42579,42579 , 22:12:17 
UP      ,42594 ,42585,42579,42579 , 22:12:19 
UP      ,42586 ,42582,42579,42579 , 22:12:22 
UP      ,42586 ,42582,42579,42579 , 22:12:24 
UP      ,42582 ,42580,42580,42579 , 22:12:27 
UP      ,42582 ,42581,42580,42580 , 22:12:29 
UP      ,42582 ,42580,42580,42580 , 22:12:32 
UP      ,42589 ,42583,42580,42580 , 22:12:34 
UP      ,42589 ,42583,42580,42580 , 22:12:37 
UP      ,42589 ,42584,42580,42580 , 22:12:39 
UP      ,42595 ,42587,42581,42581 , 22:12:42 
UP      ,42595 ,42587,42581,42581 , 22:12:44 
UP      ,42595 ,42587,42581,42581 , 22:12:46 
UP      ,42595 ,42587,42581,42581 , 22:12:49 
UP      ,42595 ,42587,42581,42581 , 22:12:51 
UP      ,42589 ,42584,42582,42581 , 22:12:54 
DOWN    ,42576 ,42579,42582,42582 , 22:12:56 
DOWN    ,42576 ,42578,42582,42582 , 22:12:59 
DOWN    ,42579 ,42581,42582,42581 , 22:13:01 
UP      ,42579 ,42579,42582,42581 , 22:13:04 
UP      ,42579 ,42579,42581,42581 , 22:13:06 
DOWN    ,42579 ,42580,42581,42581 , 22:13:09 
DOWN    ,42579 ,42580,42581,42581 , 22:13:11 
UP      ,42582 ,42581,42581,42581 , 22:13:14 
UP      ,42582 ,42581,42581,42581 , 22:13:16 
UP      ,42580 ,42580,42581,42581 , 22:13:19 
UP      ,42580 ,42580,42581,42581 , 22:13:21 
UP      ,42589 ,42586,42581,42581 , 22:13:24 
UP      ,42594 ,42586,42582,42581 , 22:13:26 
UP      ,42594 ,42587,42582,42582 , 22:13:29 
UP      ,42594 ,42587,42582,42582 , 22:13:31 
UP      ,42594 ,42587,42582,42582 , 22:13:34 
UP      ,42594 ,42587,42582,42582 , 22:13:37 
UP      ,42594 ,42588,42582,42582 , 22:13:39 
UP      ,42594 ,42588,42582,42582 , 22:13:42 
UP      ,42594 ,42588,42582,42582 , 22:13:44 
UP      ,42595 ,42588,42582,42582 , 22:13:47 
DOWN    ,42568 ,42576,42582,42582 , 22:13:49 
DOWN    ,42565 ,42575,42582,42582 , 22:13:52 
DOWN    ,42565 ,42574,42582,42582 , 22:13:54 
DOWN    ,42565 ,42574,42582,42582 , 22:13:57 
DOWN    ,42571 ,42577,42581,42581 , 22:13:59 
DOWN    ,42571 ,42577,42581,42581 , 22:14:02 
DOWN    ,42567 ,42575,42581,42581 , 22:14:04 
DOWN    ,42567 ,42575,42581,42581 , 22:14:07 
DOWN    ,42567 ,42575,42580,42580 , 22:14:09 
DOWN    ,42567 ,42575,42580,42580 , 22:14:11 
DOWN    ,42567 ,42574,42579,42579 , 22:14:14 
DOWN    ,42567 ,42574,42579,42579 , 22:14:17 
DOWN    ,42567 ,42574,42579,42579 , 22:14:19 
DOWN    ,42567 ,42574,42579,42579 , 22:14:21 
DOWN    ,42567 ,42573,42579,42579 , 22:14:24 
DOWN    ,42567 ,42573,42579,42579 , 22:14:27 
DOWN    ,42567 ,42574,42579,42579 , 22:14:29 
UP      ,42585 ,42582,42579,42579 , 22:14:32 
UP      ,42585 ,42581,42579,42579 , 22:14:34 
UP      ,42585 ,42581,42579,42579 , 22:14:36 
UP      ,42585 ,42581,42579,42579 , 22:14:39 
UP      ,42585 ,42581,42579,42580 , 22:14:41 
UP      ,42585 ,42582,42580,42580 , 22:14:44 
UP      ,42585 ,42582,42580,42580 , 22:14:46 
UP      ,42589 ,42585,42580,42580 , 22:14:49 
UP      ,42589 ,42585,42580,42580 , 22:14:51 
UP      ,42593 ,42586,42580,42581 , 22:14:54 
UP      ,42594 ,42587,42581,42581 , 22:14:56 
UP      ,42606 ,42592,42581,42581 , 22:14:59 
UP      ,42606 ,42593,42582,42582 , 22:15:01 
UP      ,42610 ,42595,42582,42583 , 22:15:04 
UP      ,42610 ,42594,42583,42583 , 22:15:06 
UP      ,42610 ,42595,42584,42584 , 22:15:09 
UP      ,42603 ,42593,42585,42585 , 22:15:11 
UP      ,42603 ,42593,42586,42586 , 22:15:13 
UP      ,42603 ,42593,42586,42586 , 22:15:16 
UP      ,42615 ,42599,42587,42587 , 22:15:18 
UP      ,42617 ,42600,42587,42587 , 22:15:21 
UP      ,42617 ,42600,42588,42588 , 22:15:24 
UP      ,42617 ,42601,42589,42589 , 22:15:26 
UP      ,42617 ,42601,42589,42589 , 22:15:29 
UP      ,42612 ,42600,42590,42590 , 22:15:31 
UP      ,42613 ,42600,42590,42590 , 22:15:34 
